isolate_id,Country,Species,Host,Collection_Date,n_accessions,segments_present,n_segments,has_L,has_M,has_S,complete_records,segment_pattern
South Africa | SA472/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA482/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA484/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA494/11,South Africa,Phlebovirus riftense,Homo sapiens,2011,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA509/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA51,South Africa,Phlebovirus riftense,Ovis aries,1951,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SA52/08,South Africa,Phlebovirus riftense,Homo sapiens,2008,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SA535/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA538/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA54/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SA573/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA59/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SA591/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA62/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA632/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA633/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA635/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA638/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA665/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA67/11,South Africa,Phlebovirus riftense,Homo sapiens,2011,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA705/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA71/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA746/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA76/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA770/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA79/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA85/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA918/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA93/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA95/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA982/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU100/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU105/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU126/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU142/08,South Africa,Phlebovirus riftense,Bos taurus,2008,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU152/08,South Africa,Phlebovirus riftense,Homo sapiens,2008,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU162/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU404/09,South Africa,Phlebovirus riftense,Homo sapiens,2009,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU52/99/1,South Africa,Phlebovirus riftense,Syncerus caffer,1999,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU52/99/2,South Africa,Phlebovirus riftense,Syncerus caffer,1999,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SPU52/99/3,South Africa,Phlebovirus riftense,Syncerus caffer,1999,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SPU52/99/5,South Africa,Phlebovirus riftense,Syncerus caffer,1999,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SPU59/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU68/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU77/08,South Africa,Phlebovirus riftense,Syncerus caffer,2008,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU86/09,South Africa,Phlebovirus riftense,Bos taurus,2009,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU86/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SPU97/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Sudan | ACCESSION_JQ820472,Sudan,Phlebovirus riftense,Homo sapiens,2007,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ820473,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ820474,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ820475,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ820476,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ820477,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ820478,Sudan,Phlebovirus riftense,Homo sapiens,2007-11,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ820479,Sudan,Phlebovirus riftense,Homo sapiens,2007,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ820480,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ820481,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ820482,Sudan,Phlebovirus riftense,Homo sapiens,2007-11,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ820483,Sudan,Phlebovirus riftense,Homo sapiens,2007,1,L,1,TRUE,FALSE,FALSE,0,L only
Sudan | ACCESSION_JQ820484,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,L,1,TRUE,FALSE,FALSE,0,L only
Sudan | ACCESSION_JQ820485,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,L,1,TRUE,FALSE,FALSE,0,L only
Sudan | ACCESSION_JQ820486,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,L,1,TRUE,FALSE,FALSE,0,L only
Sudan | ACCESSION_JQ820487,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,M,1,FALSE,TRUE,FALSE,0,M only
Sudan | ACCESSION_JQ820488,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,M,1,FALSE,TRUE,FALSE,0,M only
Sudan | ACCESSION_JQ820489,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,M,1,FALSE,TRUE,FALSE,0,M only
Sudan | ACCESSION_JQ820490,Sudan,Phlebovirus riftense,Homo sapiens,2007,1,M,1,FALSE,TRUE,FALSE,0,M only
Sudan | ACCESSION_JQ820491,Sudan,Phlebovirus riftense,Homo sapiens,2010-10,1,M,1,FALSE,TRUE,FALSE,0,M only
Sudan | ACCESSION_JQ840745,Sudan,Phlebovirus riftense,Homo sapiens,2007-10,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_JQ840746,Sudan,Phlebovirus riftense,Homo sapiens,2007,1,S,1,FALSE,FALSE,TRUE,0,S only
Sudan | ACCESSION_KU746664,Sudan,Phlebovirus riftense,Homo sapiens,2010-10-20,1,S,1,FALSE,FALSE,TRUE,0,S only
Tanzania | ACCESSION_HM586959,Tanzania,Phlebovirus riftense,Homo sapiens,2007-02-08,1,L,1,TRUE,FALSE,FALSE,0,L only
Tanzania | ACCESSION_HM586960,Tanzania,Phlebovirus riftense,Homo sapiens,2007-03-14,1,L,1,TRUE,FALSE,FALSE,0,L only
Tanzania | ACCESSION_HM586970,Tanzania,Phlebovirus riftense,unknown_host,2007-02-08,1,M,1,FALSE,TRUE,FALSE,0,M only
Tanzania | ACCESSION_HM586971,Tanzania,Phlebovirus riftense,unknown_host,2007-03-14,1,M,1,FALSE,TRUE,FALSE,0,M only
Tanzania | ACCESSION_HM586981,Tanzania,Phlebovirus riftense,unknown_host,2007-02-08,1,S,1,FALSE,FALSE,TRUE,0,S only
Tanzania | ACCESSION_HM586982,Tanzania,Phlebovirus riftense,unknown_host,2007-03-14,1,S,1,FALSE,FALSE,TRUE,0,S only
Tanzania | ACCESSION_JF326189,Tanzania,Phlebovirus riftense,Homo sapiens,2007-02,1,L,1,TRUE,FALSE,FALSE,0,L only
Tanzania | ACCESSION_JF326190,Tanzania,Phlebovirus riftense,Homo sapiens,2007-02,1,L,1,TRUE,FALSE,FALSE,0,L only
Tanzania | ACCESSION_JF326194,Tanzania,Phlebovirus riftense,Homo sapiens,2007-02,1,M,1,FALSE,TRUE,FALSE,0,M only
Tanzania | ACCESSION_JF326195,Tanzania,Phlebovirus riftense,Homo sapiens,2007-02,1,M,1,FALSE,TRUE,FALSE,0,M only
Tanzania | ACCESSION_JF326203,Tanzania,Phlebovirus riftense,Homo sapiens,2007-02,1,S,1,FALSE,FALSE,TRUE,0,S only
Tanzania | ACCESSION_JF326204,Tanzania,Phlebovirus riftense,Homo sapiens,2007-02,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 123,Uganda,Phlebovirus riftense,Bos taurus,2022-05-29,1,S,1,FALSE,FALSE,TRUE,1,S only
Uganda | 194,Uganda,Phlebovirus riftense,Bos taurus,2022-06-01,1,S,1,FALSE,FALSE,TRUE,1,S only
Uganda | 201601292,Uganda,Phlebovirus riftense,Homo sapiens,2016-03-15,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Uganda | 2019000312_S|Uganda|2019,Uganda,Phlebovirus riftense,Homo sapiens,2019,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 2019000825_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 2019000825_L|Uganda|2019,Uganda,Phlebovirus riftense,Homo sapiens,2019,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 2019000825_M|Uganda|2019,Uganda,Phlebovirus riftense,Homo sapiens,2019,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 2019000825_S|Uganda|2019,Uganda,Phlebovirus riftense,Homo sapiens,2019,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201900877_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201900877_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201900877_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201900879_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201900879_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201900879_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201900880_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201900880_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201900880_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201901671_L|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,2017,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201901671_M|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201901671_S|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902733_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201902733_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902734_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201902734_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201902734_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902736_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201902736_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201902736_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902737_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201902737_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201902737_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902745_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201902745_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201902745_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902747_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201902747_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201902747_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902750_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201902750_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201902750_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902753_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201902753_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201902753_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902754_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201902754_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902760_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201902760_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201902760_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902763_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201902763_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201902763_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 201902764_L|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 201902764_M|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 201902764_S|Uganda|2018,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 2020000148_L|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 2020000148_M|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 2020000148_S|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 2020000159_L|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 2020000159_M|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 2020000159_S|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 2020001195_L|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 2020001195_M|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 2020001195_S|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 2020002574_L|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 2020002574_M|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 2020002574_S|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 2021000843_L|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,2018,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 2021000843_S|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | 2021001358_L|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,2017,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | 2021001358_M|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | 2021001358_S|Uganda,Uganda,Phlebovirus riftense,Homo sapiens,unknown_date,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | ACCESSION_DQ375429,Uganda,Phlebovirus riftense,Culicidae,1944,1,L,1,TRUE,FALSE,FALSE,1,L only
Uganda | ACCESSION_DQ375430,Uganda,Phlebovirus riftense,unknown_host,1944,1,L,1,TRUE,FALSE,FALSE,1,L only
Uganda | ACCESSION_DQ380156,Uganda,Phlebovirus riftense,Culicidae,1944,1,S,1,FALSE,FALSE,TRUE,1,S only
Uganda | ACCESSION_DQ380157,Uganda,Phlebovirus riftense,unknown_host,1944,1,S,1,FALSE,FALSE,TRUE,1,S only
Uganda | ACCESSION_DQ380191,Uganda,Phlebovirus riftense,Culicidae,1944,1,M,1,FALSE,TRUE,FALSE,1,M only
Uganda | ACCESSION_EU312121,Uganda,Phlebovirus riftense,Culicidae,1955,1,S,1,FALSE,FALSE,TRUE,1,S only
Uganda | ACCESSION_KU167025,Uganda,Phlebovirus riftense,Culicidae,1955,1,S,1,FALSE,FALSE,TRUE,1,S only
Uganda | ACCESSION_KU167026,Uganda,Phlebovirus riftense,Culicidae,1955,1,M,1,FALSE,TRUE,FALSE,1,M only
Uganda | ACCESSION_KU167027,Uganda,Phlebovirus riftense,Culicidae,1955,1,L,1,TRUE,FALSE,FALSE,1,L only
Uganda | ACCESSION_MG953418,Uganda,Phlebovirus riftense,Homo sapiens,2016-03-15,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | ACCESSION_MG953420,Uganda,Phlebovirus riftense,Homo sapiens,2016-06-09,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | ACCESSION_MG953421,Uganda,Phlebovirus riftense,Homo sapiens,2016-06-09,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | ACCESSION_MG953422,Uganda,Phlebovirus riftense,Homo sapiens,2016-03-15,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | ACCESSION_MG953423,Uganda,Phlebovirus riftense,Homo sapiens,2016-03-15,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | ACCESSION_MG953424,Uganda,Phlebovirus riftense,Homo sapiens,2016-03-15,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | ACCESSION_MG953426,Uganda,Phlebovirus riftense,Homo sapiens,2016-06-09,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | ACCESSION_MG972972,Uganda,Phlebovirus riftense,Homo sapiens,2017-11-21,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | ACCESSION_MG972973,Uganda,Phlebovirus riftense,Homo sapiens,2017-11-21,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | ACCESSION_MG972974,Uganda,Phlebovirus riftense,Homo sapiens,2017-11-21,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | ACCESSION_MG972975,Uganda,Phlebovirus riftense,Homo sapiens,2017-11-16,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | ACCESSION_MG972976,Uganda,Phlebovirus riftense,Homo sapiens,2017-11-16,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | ACCESSION_MG972977,Uganda,Phlebovirus riftense,Homo sapiens,2017-11-16,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | ACCESSION_MG972978,Uganda,Phlebovirus riftense,Homo sapiens,2017-12-07,1,L,1,TRUE,FALSE,FALSE,0,L only
Uganda | ACCESSION_MG972979,Uganda,Phlebovirus riftense,Homo sapiens,2017-12-07,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | ACCESSION_MG972980,Uganda,Phlebovirus riftense,Homo sapiens,2017-12-07,1,S,1,FALSE,FALSE,TRUE,0,S only
Uganda | CD300/Kabale1-2022,Uganda,Phlebovirus riftense,Homo sapiens,2022-03-10,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Uganda | CD301/Rubanda1-2022,Uganda,Phlebovirus riftense,Homo sapiens,2022-04-10,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Uganda | CD304/Rubanda2-2023,Uganda,Phlebovirus riftense,Homo sapiens,2023-02-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Uganda | CD532/Isingiro1-2023,Uganda,Phlebovirus riftense,Homo sapiens,2023-01-30,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Uganda | Lantana,Uganda,Phlebovirus riftense,Bos taurus,2022-06-01,1,S,1,FALSE,FALSE,TRUE,1,S only
Uganda | Lunyo,Uganda,Phlebovirus riftense,Aedes,1955,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Uganda | NAK/1/31,Uganda,Phlebovirus riftense,Bos taurus,2021-01-29,1,S,1,FALSE,FALSE,TRUE,1,S only
Uganda | NAK/1/40,Uganda,Phlebovirus riftense,Bos taurus,2021-01-20,2,"L,S",2,TRUE,FALSE,TRUE,2,L+S
Uganda | RSA/OBP/RVFVSmithburn/LAV,Uganda,Phlebovirus riftense,unknown_host,1944,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Uganda | SNS,Uganda,Phlebovirus riftense,Eretmapodites,1944,1,M,1,FALSE,TRUE,FALSE,0,M only
Uganda | TF47,Uganda,Phlebovirus riftense,Bos taurus,2019-07-18,1,S,1,FALSE,FALSE,TRUE,1,S only
Zambia | ACCESSION_EU312123,Zambia,Phlebovirus riftense,Homo sapiens,1985,1,S,1,FALSE,FALSE,TRUE,1,S only
Zambia | SPU44/85,Zambia,Phlebovirus riftense,Homo sapiens,1985,1,M,1,FALSE,TRUE,FALSE,0,M only
