isolate_id,Country,Species,Host,Collection_Date,n_accessions,segments_present,n_segments,has_L,has_M,has_S,complete_records,segment_pattern
Madagascar | ACCESSION_GQ443182,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02-26,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443183,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02-26,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443184,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-09,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443185,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-12,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443186,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-12,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443187,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-12,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443188,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-11,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443189,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-14,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443190,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-16,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443191,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443192,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443193,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443194,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443195,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443196,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443197,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443198,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443199,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443200,Madagascar,Phlebovirus riftense,Bos taurus,2008-03-24,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443201,Madagascar,Phlebovirus riftense,Bos taurus,2008-03-24,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443202,Madagascar,Phlebovirus riftense,Bos taurus,2008-03-24,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443203,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-25,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443204,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443205,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443206,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443207,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443208,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443209,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-28,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443210,Madagascar,Phlebovirus riftense,Capra hircus,2008-04-13,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443211,Madagascar,Phlebovirus riftense,Homo sapiens,2008-04-15,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443212,Madagascar,Phlebovirus riftense,Bos taurus,2008-04-18,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443213,Madagascar,Phlebovirus riftense,Ovis aries,2008-04-20,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443214,Madagascar,Phlebovirus riftense,Bos taurus,2008-04-25,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443215,Madagascar,Phlebovirus riftense,Homo sapiens,2008-05-25,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443216,Madagascar,Phlebovirus riftense,Homo sapiens,2008-04-29,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443217,Madagascar,Phlebovirus riftense,Homo sapiens,2008-04-23,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443218,Madagascar,Phlebovirus riftense,Homo sapiens,2008-01-30,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443219,Madagascar,Phlebovirus riftense,Bos taurus,2008-02-20,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443220,Madagascar,Phlebovirus riftense,Bos taurus,2008-02-20,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443221,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02-22,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443222,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02-15,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443223,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02-26,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443224,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-09,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443225,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-12,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443226,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-12,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443227,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-12,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443228,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-11,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443229,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-14,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443230,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443231,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443232,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443233,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443234,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443235,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443236,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443237,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443238,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443239,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443240,Madagascar,Phlebovirus riftense,Bos taurus,2008-03-24,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443241,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-25,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443242,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443243,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443244,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443245,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443246,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443247,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443248,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-28,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443249,Madagascar,Phlebovirus riftense,Capra hircus,2008-04-13,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443250,Madagascar,Phlebovirus riftense,Homo sapiens,2008-04-15,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443251,Madagascar,Phlebovirus riftense,Bos taurus,2008-04-18,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443252,Madagascar,Phlebovirus riftense,Ovis aries,2008-04-20,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443253,Madagascar,Phlebovirus riftense,Bos taurus,2008-04-25,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443254,Madagascar,Phlebovirus riftense,Homo sapiens,2008-05-25,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443255,Madagascar,Phlebovirus riftense,Homo sapiens,2008-04-29,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GQ443256,Madagascar,Phlebovirus riftense,Homo sapiens,2008-04-23,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GU135840,Madagascar,Phlebovirus riftense,Anopheles coustani,2008-12-19,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GU135841,Madagascar,Phlebovirus riftense,Anopheles squamosus,2008-12-19,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GU135842,Madagascar,Phlebovirus riftense,Anopheles squamosus,2008-12-20,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GU135843,Madagascar,Phlebovirus riftense,Culex antennatus,2008-12-19,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GU135844,Madagascar,Phlebovirus riftense,Culex antennatus,2008-12-20,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GU135845,Madagascar,Phlebovirus riftense,Anopheles squamosus,2009-04-27,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GU135846,Madagascar,Phlebovirus riftense,Anopheles squamosus,2009-04-27,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GU135847,Madagascar,Phlebovirus riftense,Anopheles squamosus,2009-04-28,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GU135848,Madagascar,Phlebovirus riftense,Anopheles coustani,2008-12-19,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GU135849,Madagascar,Phlebovirus riftense,Anopheles squamosus,2008-12-19,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GU135850,Madagascar,Phlebovirus riftense,Anopheles squamosus,2008-12-20,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GU135851,Madagascar,Phlebovirus riftense,Culex antennatus,2008-12-19,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GU135852,Madagascar,Phlebovirus riftense,Culex antennatus,2008-12-20,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GU135853,Madagascar,Phlebovirus riftense,Anopheles squamosus,2009-04-27,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GU135854,Madagascar,Phlebovirus riftense,Anopheles squamosus,2009-04-27,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GU135855,Madagascar,Phlebovirus riftense,Anopheles squamosus,2009-04-28,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GU135856,Madagascar,Phlebovirus riftense,Anopheles coustani,2008-12-19,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GU135857,Madagascar,Phlebovirus riftense,Anopheles squamosus,2008-12-19,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GU135858,Madagascar,Phlebovirus riftense,Anopheles squamosus,2008-12-20,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GU135859,Madagascar,Phlebovirus riftense,Culex antennatus,2008-12-19,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GU135860,Madagascar,Phlebovirus riftense,Culex antennatus,2008-12-20,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GU135861,Madagascar,Phlebovirus riftense,Anopheles squamosus,2009-04-27,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GU135862,Madagascar,Phlebovirus riftense,Anopheles squamosus,2009-04-27,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_GU135863,Madagascar,Phlebovirus riftense,Anopheles squamosus,2009-04-28,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | ACCESSION_JF311368,Madagascar,Phlebovirus riftense,Homo sapiens,2008-01,1,L,1,TRUE,FALSE,FALSE,1,L only
Madagascar | ACCESSION_JF311369,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02,1,L,1,TRUE,FALSE,FALSE,1,L only
Madagascar | ACCESSION_JF311370,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03,1,L,1,TRUE,FALSE,FALSE,1,L only
Madagascar | ACCESSION_JF311371,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03,1,L,1,TRUE,FALSE,FALSE,1,L only
Madagascar | ACCESSION_JF311372,Madagascar,Phlebovirus riftense,Homo sapiens,1991-02,1,L,1,TRUE,FALSE,FALSE,1,L only
Madagascar | ACCESSION_JF311373,Madagascar,Phlebovirus riftense,Bos taurus,1991-02,1,L,1,TRUE,FALSE,FALSE,1,L only
Madagascar | ACCESSION_JF311374,Madagascar,Phlebovirus riftense,Bos taurus,2008-02,1,L,1,TRUE,FALSE,FALSE,1,L only
Madagascar | ACCESSION_JF311375,Madagascar,Phlebovirus riftense,Bos taurus,2008-02,1,L,1,TRUE,FALSE,FALSE,1,L only
Madagascar | ACCESSION_JF311376,Madagascar,Phlebovirus riftense,Bos taurus,2008-03,1,L,1,TRUE,FALSE,FALSE,1,L only
Madagascar | ACCESSION_JF311377,Madagascar,Phlebovirus riftense,Homo sapiens,2008-01,1,M,1,FALSE,TRUE,FALSE,1,M only
Madagascar | ACCESSION_JF311378,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02,1,M,1,FALSE,TRUE,FALSE,1,M only
Madagascar | ACCESSION_JF311379,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03,1,M,1,FALSE,TRUE,FALSE,1,M only
Madagascar | ACCESSION_JF311380,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03,1,M,1,FALSE,TRUE,FALSE,1,M only
Madagascar | ACCESSION_JF311381,Madagascar,Phlebovirus riftense,Homo sapiens,1991-02,1,M,1,FALSE,TRUE,FALSE,1,M only
Madagascar | ACCESSION_JF311382,Madagascar,Phlebovirus riftense,Bos taurus,1991-02,1,M,1,FALSE,TRUE,FALSE,1,M only
Madagascar | ACCESSION_JF311383,Madagascar,Phlebovirus riftense,Bos taurus,2008-02,1,M,1,FALSE,TRUE,FALSE,1,M only
Madagascar | ACCESSION_JF311384,Madagascar,Phlebovirus riftense,Bos taurus,2008-02,1,M,1,FALSE,TRUE,FALSE,1,M only
Madagascar | ACCESSION_JF311385,Madagascar,Phlebovirus riftense,Bos taurus,2008-03,1,M,1,FALSE,TRUE,FALSE,1,M only
Madagascar | ACCESSION_JF311386,Madagascar,Phlebovirus riftense,Homo sapiens,2008-01,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_JF311387,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_JF311388,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_JF311389,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_JF311390,Madagascar,Phlebovirus riftense,Homo sapiens,1991-02,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_JF311391,Madagascar,Phlebovirus riftense,Bos taurus,1991-02,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_JF311392,Madagascar,Phlebovirus riftense,Bos taurus,2008-02,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_JF311393,Madagascar,Phlebovirus riftense,Bos taurus,2008-02,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_JF311394,Madagascar,Phlebovirus riftense,Bos taurus,2008-03,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | M48/08,Madagascar,Phlebovirus riftense,Bos taurus,2008,3,"L,M,S",3,TRUE,TRUE,TRUE,1,L+M+S
Madagascar | MgAn1002,Madagascar,Phlebovirus riftense,Bos taurus,1991,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | MgAn990,Madagascar,Phlebovirus riftense,Bos taurus,1991,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | MgAn991,Madagascar,Phlebovirus riftense,Bos taurus,1991,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | MgAr811,Madagascar,Phlebovirus riftense,Aedes sp.,1979,1,M,1,FALSE,TRUE,FALSE,0,M only
Madagascar | MgH824,Madagascar,Phlebovirus riftense,Homo sapiens,1979,1,M,1,FALSE,TRUE,FALSE,0,M only
Mali | RVF41125,Mali,Phlebovirus riftense,Homo sapiens,2016,1,S,1,FALSE,FALSE,TRUE,0,S only
Mali | RVF41318,Mali,Phlebovirus riftense,Homo sapiens,2016,1,S,1,FALSE,FALSE,TRUE,0,S only
Mauritania | 2018/MRT,Mauritania,Phlebovirus riftense,Culicidae,2018,1,S,1,FALSE,FALSE,TRUE,0,S only
Mauritania | 2018/MRT/1,Mauritania,Phlebovirus riftense,Culicidae,2018,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Mauritania | 2018/MRT/2,Mauritania,Phlebovirus riftense,Culicidae,2018,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Mauritania | 2018/MRT/3,Mauritania,Phlebovirus riftense,Culicidae,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Mauritania | 2018/MRT/4,Mauritania,Phlebovirus riftense,Culicidae,2018,1,M,1,FALSE,TRUE,FALSE,0,M only
Mauritania | 211856,Mauritania,Phlebovirus riftense,Homo sapiens,2010-12-05,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Mauritania | 211857,Mauritania,Phlebovirus riftense,Homo sapiens,2010-12-05,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Mauritania | 211977,Mauritania,Phlebovirus riftense,Homo sapiens,2010-12-05,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Mauritania | 227595,Mauritania,Phlebovirus riftense,Homo sapiens,2012-11-02,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Mauritania | 227598,Mauritania,Phlebovirus riftense,Homo sapiens,2012-11-02,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Mauritania | 227601,Mauritania,Phlebovirus riftense,Homo sapiens,2012-11-02,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Mauritania | 227602,Mauritania,Phlebovirus riftense,Homo sapiens,2012-11-02,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Mauritania | 227603,Mauritania,Phlebovirus riftense,Homo sapiens,2012-11-02,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Mauritania | 227608,Mauritania,Phlebovirus riftense,Homo sapiens,2012-11-02,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Mauritania | 25010-24,Mauritania,Phlebovirus riftense,Camelus,2010-10-06,1,M,1,FALSE,TRUE,FALSE,1,M only
Mauritania | 25010-30,Mauritania,Phlebovirus riftense,unknown_host,unknown_date,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Mauritania | 25010_24,Mauritania,Phlebovirus riftense,Camelus,2010-10-06,1,S,1,FALSE,FALSE,TRUE,1,S only
Mauritania | 2687/3,Mauritania,Phlebovirus riftense,unknown_host,unknown_date,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Mauritania | 272655,Mauritania,Phlebovirus riftense,Homo sapiens,2015,1,M,1,FALSE,TRUE,FALSE,0,M only
Mauritania | 272659,Mauritania,Phlebovirus riftense,Homo sapiens,2015,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Mauritania | 272659,Mauritania,Phlebovirus riftense,Homo sapiens,unknown_date,1,S,1,FALSE,FALSE,TRUE,0,S only
Mauritania | 272660,Mauritania,Phlebovirus riftense,Homo sapiens,2015,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Mauritania | ACCESSION_DQ375395,Mauritania,Phlebovirus riftense,unknown_host,1987,1,L,1,TRUE,FALSE,FALSE,1,L only
Mauritania | ACCESSION_DQ375396,Mauritania,Phlebovirus riftense,unknown_host,1987,1,L,1,TRUE,FALSE,FALSE,1,L only
Mauritania | ACCESSION_DQ375397,Mauritania,Phlebovirus riftense,unknown_host,1987,1,L,1,TRUE,FALSE,FALSE,1,L only
Mauritania | ACCESSION_DQ375398,Mauritania,Phlebovirus riftense,unknown_host,1987,1,L,1,TRUE,FALSE,FALSE,1,L only
Mauritania | ACCESSION_DQ380177,Mauritania,Phlebovirus riftense,Homo sapiens,1987,1,S,1,FALSE,FALSE,TRUE,1,S only
Mauritania | ACCESSION_DQ380178,Mauritania,Phlebovirus riftense,Homo sapiens,1987,1,S,1,FALSE,FALSE,TRUE,1,S only
Mauritania | ACCESSION_DQ380179,Mauritania,Phlebovirus riftense,Homo sapiens,1987,1,S,1,FALSE,FALSE,TRUE,1,S only
Mauritania | ACCESSION_DQ380180,Mauritania,Phlebovirus riftense,Homo sapiens,1987,1,S,1,FALSE,FALSE,TRUE,1,S only
Mauritania | ACCESSION_DQ380183,Mauritania,Phlebovirus riftense,Homo sapiens,1987,1,M,1,FALSE,TRUE,FALSE,1,M only
Mauritania | ACCESSION_DQ380184,Mauritania,Phlebovirus riftense,Homo sapiens,1987,1,M,1,FALSE,TRUE,FALSE,1,M only
Mauritania | ACCESSION_DQ380185,Mauritania,Phlebovirus riftense,Homo sapiens,1987,1,M,1,FALSE,TRUE,FALSE,1,M only
Mauritania | ACCESSION_DQ380186,Mauritania,Phlebovirus riftense,Homo sapiens,1987,1,M,1,FALSE,TRUE,FALSE,1,M only
Mauritania | ACCESSION_EF160115,Mauritania,Phlebovirus riftense,Homo sapiens,unknown_date,1,M,1,FALSE,TRUE,FALSE,0,M only
Mauritania | ACCESSION_EF160116,Mauritania,Phlebovirus riftense,Homo sapiens,unknown_date,1,M,1,FALSE,TRUE,FALSE,0,M only
Mauritania | ACCESSION_EU312104,Mauritania,Phlebovirus riftense,Homo sapiens,1988,1,S,1,FALSE,FALSE,TRUE,1,S only
Mauritania | ACCESSION_JQ974833,Mauritania,Phlebovirus riftense,Camelus,2011,1,M,1,FALSE,TRUE,FALSE,0,M only
Mauritania | FLI_MR202/13_M,Mauritania,Phlebovirus riftense,Bos taurus,2013-03-21,1,M,1,FALSE,TRUE,FALSE,0,M only
Mauritania | FLI_MR202/13_S,Mauritania,Phlebovirus riftense,Bos taurus,2013-03-21,1,S,1,FALSE,FALSE,TRUE,0,S only
Mauritania | OS-4,Mauritania,Phlebovirus riftense,Homo sapiens,1988,1,M,1,FALSE,TRUE,FALSE,0,M only
Mauritania | SH272655,Mauritania,Phlebovirus riftense,Homo sapiens,2015,2,"L,S",2,TRUE,FALSE,TRUE,0,L+S
Mozambique | RFV-Moz-Gob-T7-2014,Mozambique,Phlebovirus riftense,Capra hircus,2014-03,1,M,1,FALSE,TRUE,FALSE,0,M only
Mozambique | RFV-Moz-Gob-T9-2014,Mozambique,Phlebovirus riftense,Capra hircus,2014-03,1,M,1,FALSE,TRUE,FALSE,0,M only
Namibia | ACCESSION_EU312124,Namibia,Phlebovirus riftense,Homo sapiens,2004,1,S,1,FALSE,FALSE,TRUE,1,S only
Namibia | Namibia_2010,Namibia,Phlebovirus riftense,Ovis aries,2010-07-30,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Namibia | Namibia_2011,Namibia,Phlebovirus riftense,Antidorcas marsupialis,2011-07-30,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Namibia | SA579/11,Namibia,Phlebovirus riftense,Homo sapiens,2011,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Namibia | SPU77/04,Namibia,Phlebovirus riftense,Homo sapiens,2004,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Niger | ACCESSION_MG897464,Niger,Phlebovirus riftense,Homo sapiens,2016,1,S,1,FALSE,FALSE,TRUE,0,S only
Niger | ACCESSION_MG897465,Niger,Phlebovirus riftense,Homo sapiens,2016,1,S,1,FALSE,FALSE,TRUE,0,S only
Niger | ACCESSION_MG897467,Niger,Phlebovirus riftense,Homo sapiens,2016,1,M,1,FALSE,TRUE,FALSE,0,M only
Rwanda | RW003,Rwanda,Phlebovirus riftense,Anopheles ziemanni,2022-04-26,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
