isolate_key,country_clean,isolate_clean,n_segment_records,segments_present,has_L,has_M,has_S,complete_L,complete_M,complete_S,has_all_three_segments,has_complete_LMS,segment_pattern
Madagascar | ACCESSION_GQ443143,Madagascar,ACCESSION_GQ443143,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443144,Madagascar,ACCESSION_GQ443144,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443145,Madagascar,ACCESSION_GQ443145,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443146,Madagascar,ACCESSION_GQ443146,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443147,Madagascar,ACCESSION_GQ443147,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443148,Madagascar,ACCESSION_GQ443148,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443149,Madagascar,ACCESSION_GQ443149,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443150,Madagascar,ACCESSION_GQ443150,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443151,Madagascar,ACCESSION_GQ443151,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443152,Madagascar,ACCESSION_GQ443152,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443153,Madagascar,ACCESSION_GQ443153,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443154,Madagascar,ACCESSION_GQ443154,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443155,Madagascar,ACCESSION_GQ443155,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443156,Madagascar,ACCESSION_GQ443156,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443157,Madagascar,ACCESSION_GQ443157,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443158,Madagascar,ACCESSION_GQ443158,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443159,Madagascar,ACCESSION_GQ443159,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443160,Madagascar,ACCESSION_GQ443160,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443161,Madagascar,ACCESSION_GQ443161,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443162,Madagascar,ACCESSION_GQ443162,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443163,Madagascar,ACCESSION_GQ443163,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443164,Madagascar,ACCESSION_GQ443164,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443165,Madagascar,ACCESSION_GQ443165,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443166,Madagascar,ACCESSION_GQ443166,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443167,Madagascar,ACCESSION_GQ443167,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443168,Madagascar,ACCESSION_GQ443168,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443169,Madagascar,ACCESSION_GQ443169,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443170,Madagascar,ACCESSION_GQ443170,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443171,Madagascar,ACCESSION_GQ443171,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443172,Madagascar,ACCESSION_GQ443172,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443173,Madagascar,ACCESSION_GQ443173,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443174,Madagascar,ACCESSION_GQ443174,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443175,Madagascar,ACCESSION_GQ443175,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GQ443176,Madagascar,ACCESSION_GQ443176,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443177,Madagascar,ACCESSION_GQ443177,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443178,Madagascar,ACCESSION_GQ443178,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443179,Madagascar,ACCESSION_GQ443179,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443180,Madagascar,ACCESSION_GQ443180,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443181,Madagascar,ACCESSION_GQ443181,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443182,Madagascar,ACCESSION_GQ443182,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443183,Madagascar,ACCESSION_GQ443183,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443184,Madagascar,ACCESSION_GQ443184,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443185,Madagascar,ACCESSION_GQ443185,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443186,Madagascar,ACCESSION_GQ443186,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443187,Madagascar,ACCESSION_GQ443187,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443188,Madagascar,ACCESSION_GQ443188,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443189,Madagascar,ACCESSION_GQ443189,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443190,Madagascar,ACCESSION_GQ443190,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443191,Madagascar,ACCESSION_GQ443191,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443192,Madagascar,ACCESSION_GQ443192,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443193,Madagascar,ACCESSION_GQ443193,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443194,Madagascar,ACCESSION_GQ443194,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443195,Madagascar,ACCESSION_GQ443195,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443196,Madagascar,ACCESSION_GQ443196,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443197,Madagascar,ACCESSION_GQ443197,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443198,Madagascar,ACCESSION_GQ443198,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443199,Madagascar,ACCESSION_GQ443199,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443200,Madagascar,ACCESSION_GQ443200,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443201,Madagascar,ACCESSION_GQ443201,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443202,Madagascar,ACCESSION_GQ443202,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443203,Madagascar,ACCESSION_GQ443203,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443204,Madagascar,ACCESSION_GQ443204,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443205,Madagascar,ACCESSION_GQ443205,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443206,Madagascar,ACCESSION_GQ443206,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443207,Madagascar,ACCESSION_GQ443207,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443208,Madagascar,ACCESSION_GQ443208,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443209,Madagascar,ACCESSION_GQ443209,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443210,Madagascar,ACCESSION_GQ443210,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443211,Madagascar,ACCESSION_GQ443211,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443212,Madagascar,ACCESSION_GQ443212,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443213,Madagascar,ACCESSION_GQ443213,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443214,Madagascar,ACCESSION_GQ443214,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443215,Madagascar,ACCESSION_GQ443215,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443216,Madagascar,ACCESSION_GQ443216,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443217,Madagascar,ACCESSION_GQ443217,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GQ443218,Madagascar,ACCESSION_GQ443218,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443219,Madagascar,ACCESSION_GQ443219,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443220,Madagascar,ACCESSION_GQ443220,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443221,Madagascar,ACCESSION_GQ443221,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443222,Madagascar,ACCESSION_GQ443222,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443223,Madagascar,ACCESSION_GQ443223,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443224,Madagascar,ACCESSION_GQ443224,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443225,Madagascar,ACCESSION_GQ443225,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443226,Madagascar,ACCESSION_GQ443226,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443227,Madagascar,ACCESSION_GQ443227,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443228,Madagascar,ACCESSION_GQ443228,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443229,Madagascar,ACCESSION_GQ443229,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443230,Madagascar,ACCESSION_GQ443230,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443231,Madagascar,ACCESSION_GQ443231,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443232,Madagascar,ACCESSION_GQ443232,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443233,Madagascar,ACCESSION_GQ443233,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443234,Madagascar,ACCESSION_GQ443234,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443235,Madagascar,ACCESSION_GQ443235,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443236,Madagascar,ACCESSION_GQ443236,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443237,Madagascar,ACCESSION_GQ443237,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443238,Madagascar,ACCESSION_GQ443238,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443239,Madagascar,ACCESSION_GQ443239,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443240,Madagascar,ACCESSION_GQ443240,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443241,Madagascar,ACCESSION_GQ443241,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443242,Madagascar,ACCESSION_GQ443242,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443243,Madagascar,ACCESSION_GQ443243,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443244,Madagascar,ACCESSION_GQ443244,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443245,Madagascar,ACCESSION_GQ443245,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443246,Madagascar,ACCESSION_GQ443246,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443247,Madagascar,ACCESSION_GQ443247,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443248,Madagascar,ACCESSION_GQ443248,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443249,Madagascar,ACCESSION_GQ443249,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443250,Madagascar,ACCESSION_GQ443250,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443251,Madagascar,ACCESSION_GQ443251,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443252,Madagascar,ACCESSION_GQ443252,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443253,Madagascar,ACCESSION_GQ443253,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443254,Madagascar,ACCESSION_GQ443254,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443255,Madagascar,ACCESSION_GQ443255,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GQ443256,Madagascar,ACCESSION_GQ443256,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GU135840,Madagascar,ACCESSION_GU135840,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GU135841,Madagascar,ACCESSION_GU135841,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GU135842,Madagascar,ACCESSION_GU135842,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GU135843,Madagascar,ACCESSION_GU135843,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GU135844,Madagascar,ACCESSION_GU135844,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GU135845,Madagascar,ACCESSION_GU135845,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GU135846,Madagascar,ACCESSION_GU135846,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GU135847,Madagascar,ACCESSION_GU135847,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Madagascar | ACCESSION_GU135848,Madagascar,ACCESSION_GU135848,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GU135849,Madagascar,ACCESSION_GU135849,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GU135850,Madagascar,ACCESSION_GU135850,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GU135851,Madagascar,ACCESSION_GU135851,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GU135852,Madagascar,ACCESSION_GU135852,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GU135853,Madagascar,ACCESSION_GU135853,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GU135854,Madagascar,ACCESSION_GU135854,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GU135855,Madagascar,ACCESSION_GU135855,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_GU135856,Madagascar,ACCESSION_GU135856,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GU135857,Madagascar,ACCESSION_GU135857,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GU135858,Madagascar,ACCESSION_GU135858,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GU135859,Madagascar,ACCESSION_GU135859,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GU135860,Madagascar,ACCESSION_GU135860,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GU135861,Madagascar,ACCESSION_GU135861,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GU135862,Madagascar,ACCESSION_GU135862,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_GU135863,Madagascar,ACCESSION_GU135863,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_JF311368,Madagascar,ACCESSION_JF311368,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_JF311369,Madagascar,ACCESSION_JF311369,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_JF311370,Madagascar,ACCESSION_JF311370,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_JF311371,Madagascar,ACCESSION_JF311371,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_JF311372,Madagascar,ACCESSION_JF311372,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_JF311373,Madagascar,ACCESSION_JF311373,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_JF311374,Madagascar,ACCESSION_JF311374,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_JF311375,Madagascar,ACCESSION_JF311375,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_JF311376,Madagascar,ACCESSION_JF311376,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Madagascar | ACCESSION_JF311377,Madagascar,ACCESSION_JF311377,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_JF311378,Madagascar,ACCESSION_JF311378,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_JF311379,Madagascar,ACCESSION_JF311379,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_JF311380,Madagascar,ACCESSION_JF311380,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_JF311381,Madagascar,ACCESSION_JF311381,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_JF311382,Madagascar,ACCESSION_JF311382,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_JF311383,Madagascar,ACCESSION_JF311383,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_JF311384,Madagascar,ACCESSION_JF311384,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_JF311385,Madagascar,ACCESSION_JF311385,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Madagascar | ACCESSION_JF311386,Madagascar,ACCESSION_JF311386,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Madagascar | ACCESSION_JF311387,Madagascar,ACCESSION_JF311387,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Madagascar | ACCESSION_JF311388,Madagascar,ACCESSION_JF311388,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Madagascar | ACCESSION_JF311389,Madagascar,ACCESSION_JF311389,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Madagascar | ACCESSION_JF311390,Madagascar,ACCESSION_JF311390,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Madagascar | ACCESSION_JF311391,Madagascar,ACCESSION_JF311391,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Madagascar | ACCESSION_JF311392,Madagascar,ACCESSION_JF311392,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Madagascar | ACCESSION_JF311393,Madagascar,ACCESSION_JF311393,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
